"","ensembl_gene_id","ensembl_transcript_id","external_gene_name","refseq_peptide","refseq_peptide_predicted"
"11742","ENSCING00000021874","ENSCINT00000030417","","",""
"11743","ENSCING00000004602","ENSCINT00000009492","","",""
"11744","ENSCING00000009364","ENSCINT00000016764","","",""
"11745","ENSCING00000021245","ENSCINT00000026356","","",""
"11746","ENSCING00000004604","ENSCINT00000009495","","",""
"11747","ENSCING00000000358","ENSCINT00000027418","","",""
"11748","ENSCING00000001159","ENSCINT00000027422","","",""
"11749","ENSCING00000001163","ENSCINT00000002198","","","XP_009861374"
"11750","ENSCING00000001163","ENSCINT00000002198","","","XP_002125984"
"11751","ENSCING00000022523","ENSCINT00000036076","","",""
"11752","ENSCING00000015274","ENSCINT00000027429","","",""
"11753","ENSCING00000001181","ENSCINT00000002233","","",""
"11754","ENSCING00000018346","ENSCINT00000002259","","",""
"11755","ENSCING00000001188","ENSCINT00000002267","","",""
"11756","ENSCING00000001188","ENSCINT00000030279","","",""
"11757","ENSCING00000001196","ENSCINT00000002276","","",""
"11758","ENSCING00000020259","ENSCINT00000032087","","",""
"11759","ENSCING00000019876","ENSCINT00000019913","","",""
"11760","ENSCING00000015281","ENSCINT00000027435","","",""
"11761","ENSCING00000009804","ENSCINT00000027453","","",""
"11762","ENSCING00000019496","ENSCINT00000031305","","",""
"11763","ENSCING00000000356","ENSCINT00000000645","","",""
"11764","ENSCING00000020703","ENSCINT00000000650","","",""
"11765","ENSCING00000021989","ENSCINT00000035279","","",""
"11766","ENSCING00000018121","ENSCINT00000030349","","",""
"11767","ENSCING00000006054","ENSCINT00000012511","","","XP_009860099"
"11768","ENSCING00000019091","ENSCINT00000032139","","",""
"11769","ENSCING00000019303","ENSCINT00000031337","","","XP_018669584"
"11770","ENSCING00000024373","ENSCINT00000035573","","","XP_002129205"
"11771","ENSCING00000006044","ENSCINT00000012476","","",""
"11772","ENSCING00000006911","ENSCINT00000014202","","","XP_002129216"
"11773","ENSCING00000020684","ENSCINT00000033392","","",""
"11774","ENSCING00000004600","ENSCINT00000009488","","",""
"11775","ENSCING00000018036","ENSCINT00000034202","","",""
"11776","ENSCING00000018036","ENSCINT00000036434","","",""
"11777","ENSCING00000019566","ENSCINT00000035221","","",""
"11778","ENSCING00000022522","ENSCINT00000032946","","",""
"11779","ENSCING00000024579","ENSCINT00000030791","","",""
"11780","ENSCING00000024182","ENSCINT00000032148","","",""
"11781","ENSCING00000023322","ENSCINT00000036983","","",""
"11782","ENSCING00000021015","ENSCINT00000034691","","",""
"11783","ENSCING00000018858","ENSCINT00000034878","","",""
"11784","ENSCING00000017704","ENSCINT00000030012","","",""
"11785","ENSCING00000025048","ENSCINT00000030256","","",""
"11786","ENSCING00000024455","ENSCINT00000031553","","",""
"11787","ENSCING00000020392","ENSCINT00000034513","","","XP_002127890"
"11788","ENSCING00000021881","ENSCINT00000034154","","","XP_002127971"
"11789","ENSCING00000024001","ENSCINT00000035770","","",""
"11790","ENSCING00000009395","ENSCINT00000019124","","","XP_002130070"
"11791","ENSCING00000019521","ENSCINT00000032668","","",""
"11792","ENSCING00000020778","ENSCINT00000030472","","","XP_002128092"
"11793","ENSCING00000018765","ENSCINT00000034210","","",""
"11794","ENSCING00000022903","ENSCINT00000035537","","",""
"11795","ENSCING00000011757","ENSCINT00000022575","","NP_001103166",""
"11796","ENSCING00000009476","ENSCINT00000019291","","",""
"11797","ENSCING00000011756","ENSCINT00000022574","","",""
"11798","ENSCING00000011755","ENSCINT00000022573","","",""
"11799","ENSCING00000021663","ENSCINT00000036556","","","XP_002127632"
"11800","ENSCING00000024407","ENSCINT00000034331","","","XP_004226625"
"11801","ENSCING00000024955","ENSCINT00000037273","","",""
"11802","ENSCING00000022433","ENSCINT00000032968","","",""
"11803","ENSCING00000018899","ENSCINT00000034237","","",""
"11804","ENSCING00000019469","ENSCINT00000033913","","",""
"11805","ENSCING00000023805","ENSCINT00000033189","","",""
"11806","ENSCING00000019440","ENSCINT00000034516","","",""
"11807","ENSCING00000023779","ENSCINT00000030596","","",""
"11808","ENSCING00000009475","ENSCINT00000019290","","","XP_026689416"
"11809","ENSCING00000011754","ENSCINT00000022572","","",""
"11810","ENSCING00000009474","ENSCINT00000019289","","","XP_026689406"
"11811","ENSCING00000007347","ENSCINT00000015091","","","XP_002124027"
"11812","ENSCING00000009473","ENSCINT00000019288","","",""
"11813","ENSCING00000011753","ENSCINT00000022571","","",""
"11814","ENSCING00000009470","ENSCINT00000019280","","","XP_002131059"
"11815","ENSCING00000011749","ENSCINT00000022569","","",""
"11816","ENSCING00000024025","ENSCINT00000036441","","",""
"11817","ENSCING00000011748","ENSCINT00000022568","","",""
"11818","ENSCING00000020661","ENSCINT00000035762","","","XP_002131427"
"11819","ENSCING00000011747","ENSCINT00000035379","","",""
"11820","ENSCING00000011747","ENSCINT00000022567","","",""
"11821","ENSCING00000011746","ENSCINT00000022566","","",""
"11822","ENSCING00000011745","ENSCINT00000022565","","",""
"11823","ENSCING00000009459","ENSCINT00000019271","","",""
"11824","ENSCING00000018472","ENSCINT00000034432","","",""
"11825","ENSCING00000005088","ENSCINT00000010501","","",""
"11826","ENSCING00000021605","ENSCINT00000034022","","",""
"11827","ENSCING00000005077","ENSCINT00000010457","","",""
"11828","ENSCING00000024404","ENSCINT00000032394","","",""
"11829","ENSCING00000005081","ENSCINT00000010460","","",""
"11830","ENSCING00000023520","ENSCINT00000031387","","",""
"11831","ENSCING00000005082","ENSCINT00000010465","","","XP_009857905"
"11832","ENSCING00000005069","ENSCINT00000010450","","","XP_002125691"
"11833","ENSCING00000020337","ENSCINT00000035338","","","XP_002125921"
"11834","ENSCING00000005075","ENSCINT00000010454","","",""
"11835","ENSCING00000020096","ENSCINT00000036205","","",""
"11836","ENSCING00000005016","ENSCINT00000010315","","",""
"11837","ENSCING00000022572","ENSCINT00000031568","","",""
"11838","ENSCING00000022863","ENSCINT00000033288","","",""
"11839","ENSCING00000005021","ENSCINT00000010322","","",""
"11840","ENSCING00000005023","ENSCINT00000010359","","","XP_002124206"
"11841","ENSCING00000018706","ENSCINT00000015767","","","XP_002129440"
"11842","ENSCING00000018625","ENSCINT00000035337","","",""
"11843","ENSCING00000021943","ENSCINT00000032181","","",""
"11844","ENSCING00000021080","ENSCINT00000030944","","",""
"11845","ENSCING00000005044","ENSCINT00000010399","","","XP_002124569"
"11846","ENSCING00000021068","ENSCINT00000037328","","",""
"11847","ENSCING00000024527","ENSCINT00000034179","","",""
"11848","ENSCING00000005053","ENSCINT00000010414","","","XP_002125109"
"11849","ENSCING00000005057","ENSCINT00000010440","","",""
"11850","ENSCING00000004996","ENSCINT00000010283","","","XP_009857908"
"11851","ENSCING00000018228","ENSCINT00000030943","","",""
"11852","ENSCING00000021889","ENSCINT00000034870","","","XP_009860106"
"11853","ENSCING00000005010","ENSCINT00000010301","","",""
"11854","ENSCING00000021072","ENSCINT00000031925","","",""
"11855","ENSCING00000024637","ENSCINT00000035029","","",""
"11856","ENSCING00000018576","ENSCINT00000034690","","","XP_002130283"
"11857","ENSCING00000017260","ENSCINT00000029589","","",""
"11858","ENSCING00000022573","ENSCINT00000035217","","",""
"11859","ENSCING00000011663","ENSCINT00000022449","","",""
"11860","ENSCING00000021439","ENSCINT00000030975","","",""
"11861","ENSCING00000011662","ENSCINT00000022448","","",""
"11862","ENSCING00000023152","ENSCINT00000033630","","",""
"11863","ENSCING00000022971","ENSCINT00000034995","","","XP_002130787"
"11864","ENSCING00000019795","ENSCINT00000035833","","",""
"11865","ENSCING00000004994","ENSCINT00000022447","","",""
"11866","ENSCING00000017004","ENSCINT00000029330","","",""
"11867","ENSCING00000004985","ENSCINT00000010259","","",""
"11868","ENSCING00000022874","ENSCINT00000011350","","",""
"11869","ENSCING00000022188","ENSCINT00000035878","","",""
"11870","ENSCING00000019970","ENSCINT00000036189","","",""
"11871","ENSCING00000024982","ENSCINT00000034794","","",""
"11872","ENSCING00000011667","ENSCINT00000022459","","","XP_026689781"
"11873","ENSCING00000004946","ENSCINT00000010174","","",""
"11874","ENSCING00000011666","ENSCINT00000022458","","",""
"11875","ENSCING00000004948","ENSCINT00000010182","","",""
"11876","ENSCING00000022897","ENSCINT00000030431","","",""
"11877","ENSCING00000011665","ENSCINT00000022455","","",""
"11878","ENSCING00000004956","ENSCINT00000022454","","",""
"11879","ENSCING00000017248","ENSCINT00000010196","","",""
"11880","ENSCING00000023864","ENSCINT00000032114","","",""
"11881","ENSCING00000021616","ENSCINT00000031469","","",""
"11882","ENSCING00000019394","ENSCINT00000032888","","",""
"11883","ENSCING00000004964","ENSCINT00000010202","","",""
"11884","ENSCING00000004965","ENSCINT00000010210","","",""
"11885","ENSCING00000006109","ENSCINT00000012595","","","XP_002130597"
"11886","ENSCING00000025063","ENSCINT00000036713","","",""
"11887","ENSCING00000004968","ENSCINT00000010214","","",""
"11888","ENSCING00000018927","ENSCINT00000031432","","",""
"11889","ENSCING00000018927","ENSCINT00000037320","","",""
"11890","ENSCING00000004969","ENSCINT00000030716","","",""
"11891","ENSCING00000020387","ENSCINT00000032071","","",""
"11892","ENSCING00000020678","ENSCINT00000037305","","",""
"11893","ENSCING00000023110","ENSCINT00000035066","","",""
"11894","ENSCING00000000542","ENSCINT00000000993","","",""
"11895","ENSCING00000021876","ENSCINT00000035554","","",""
"11896","ENSCING00000025004","ENSCINT00000035374","","",""
"11897","ENSCING00000021017","ENSCINT00000034541","","",""
"11898","ENSCING00000024219","ENSCINT00000035632","","",""
"11899","ENSCING00000024802","ENSCINT00000032302","","",""
"11900","ENSCING00000022327","ENSCINT00000036655","","",""
"11901","ENSCING00000017065","ENSCINT00000029396","","",""
"11902","ENSCING00000023380","ENSCINT00000032679","","",""
"11903","ENSCING00000018841","ENSCINT00000034021","","",""
"11904","ENSCING00000004910","ENSCINT00000010156","","","XP_002129196"
"11905","ENSCING00000020786","ENSCINT00000036975","","","XP_002129289"
"11906","ENSCING00000004894","ENSCINT00000010102","","",""
"11907","ENSCING00000020235","ENSCINT00000034385","","",""
"11908","ENSCING00000020235","ENSCINT00000032305","","",""
"11909","ENSCING00000004886","ENSCINT00000010090","","",""
"11910","ENSCING00000021118","ENSCINT00000035137","","","XP_026692619"
"11911","ENSCING00000021118","ENSCINT00000035137","","","XP_002123795"
"11912","ENSCING00000004883","ENSCINT00000010087","","","XP_002129603"
"11913","ENSCING00000018046","ENSCINT00000036316","","",""
"11914","ENSCING00000011674","ENSCINT00000022468","","",""
"11915","ENSCING00000001721","ENSCINT00000003474","mT","NP_001027589",""
"11916","ENSCING00000011675","ENSCINT00000022469","","",""
"11917","ENSCING00000001724","ENSCINT00000003482","zf(c2h2)-26","NP_001071868",""
"11918","ENSCING00000019548","ENSCINT00000031283","","","XP_002128718"
"11919","ENSCING00000022771","ENSCINT00000031836","","",""
"11920","ENSCING00000001729","ENSCINT00000003489","","",""
"11921","ENSCING00000025070","ENSCINT00000032804","","",""
"11922","ENSCING00000024752","ENSCINT00000030245","","",""
"11923","ENSCING00000019579","ENSCINT00000033341","","","XP_002128226"
"11924","ENSCING00000001732","ENSCINT00000003500","","","XP_002128801"
"11925","ENSCING00000022110","ENSCINT00000034344","","",""
"11926","ENSCING00000012835","ENSCINT00000024035","","",""
"11927","ENSCING00000023519","ENSCINT00000035840","","",""
"11928","ENSCING00000005509","ENSCINT00000011382","","",""
"11929","ENSCING00000005509","ENSCINT00000028743","","",""
"11930","ENSCING00000005509","ENSCINT00000011378","","",""
"11931","ENSCING00000022675","ENSCINT00000032796","","",""
"11932","ENSCING00000022303","ENSCINT00000033426","","NP_001122348",""
"11933","ENSCING00000020877","ENSCINT00000031256","","",""
"11934","ENSCING00000024878","ENSCINT00000036770","","",""
"11935","ENSCING00000020522","ENSCINT00000036396","","",""
"11936","ENSCING00000022461","ENSCINT00000036342","","",""
"11937","ENSCING00000005502","ENSCINT00000011365","","",""
"11938","ENSCING00000021786","ENSCINT00000031631","","","XP_018669613"
"11939","ENSCING00000018943","ENSCINT00000036940","","",""
"11940","ENSCING00000023286","ENSCINT00000031244","","",""
"11941","ENSCING00000005491","ENSCINT00000011338","","",""
"11942","ENSCING00000018710","ENSCINT00000031910","","",""
"11943","ENSCING00000023004","ENSCINT00000036008","","",""
"11944","ENSCING00000019492","ENSCINT00000034560","","",""
"11945","ENSCING00000012833","ENSCINT00000024033","","","XP_009857972"
"11946","ENSCING00000020898","ENSCINT00000032146","","",""
"11947","ENSCING00000024346","ENSCINT00000036375","","",""
"11948","ENSCING00000020293","ENSCINT00000034689","","",""
"11949","ENSCING00000021496","ENSCINT00000035124","","","XP_002129860"
"11950","ENSCING00000020048","ENSCINT00000031690","","",""
"11951","ENSCING00000019080","ENSCINT00000033780","","",""
"11952","ENSCING00000012830","ENSCINT00000024030","","",""
"11953","ENSCING00000022250","ENSCINT00000034284","","",""
"11954","ENSCING00000022922","ENSCINT00000034459","","",""
"11955","ENSCING00000024994","ENSCINT00000033488","","",""
"11956","ENSCING00000023487","ENSCINT00000032440","","",""
"11957","ENSCING00000005478","ENSCINT00000002248","","","XP_026689377"
"11958","ENSCING00000005478","ENSCINT00000002248","","","XP_026689376"
"11959","ENSCING00000005478","ENSCINT00000002248","","","XP_002125020"
"11960","ENSCING00000018426","ENSCINT00000034716","","",""
"11961","ENSCING00000001170","ENSCINT00000002208","","","XP_002125257"
"11962","ENSCING00000023204","ENSCINT00000032105","","",""
"11963","ENSCING00000022928","ENSCINT00000036944","","",""
"11964","ENSCING00000025088","ENSCINT00000031435","","","XP_026689379"
"11965","ENSCING00000025088","ENSCINT00000031435","","","XP_009857975"
"11966","ENSCING00000025088","ENSCINT00000031435","","","XP_002125523"
"11967","ENSCING00000018184","ENSCINT00000036442","","",""
"11968","ENSCING00000012827","ENSCINT00000006367","","",""
"11969","ENSCING00000020712","ENSCINT00000035435","","",""
"11970","ENSCING00000023590","ENSCINT00000037070","","",""
"11971","ENSCING00000001677","ENSCINT00000003387","","",""
"11972","ENSCING00000024130","ENSCINT00000036101","","",""
"11973","ENSCING00000018505","ENSCINT00000030413","","",""
"11974","ENSCING00000001659","ENSCINT00000003357","","",""
"11975","ENSCING00000003455","ENSCINT00000007109","","","XP_002130386"
"11976","ENSCING00000001680","ENSCINT00000003405","","",""
"11977","ENSCING00000003447","ENSCINT00000029979","nf45","NP_001071956","XP_009860091"
"11978","ENSCING00000012816","ENSCINT00000024016","","","XP_009857980"
"11979","ENSCING00000012816","ENSCINT00000024016","","","XP_026689513"
"11980","ENSCING00000012817","ENSCINT00000024017","","","XP_002132183"
"11981","ENSCING00000021859","ENSCINT00000031513","","",""
"11982","ENSCING00000009490","ENSCINT00000019321","","","XP_002132185"
"11983","ENSCING00000021934","ENSCINT00000034067","","",""
"11984","ENSCING00000021052","ENSCINT00000031565","","",""
"11985","ENSCING00000022041","ENSCINT00000036720","","",""
"11986","ENSCING00000019636","ENSCINT00000032609","","",""
"11987","ENSCING00000021198","ENSCINT00000037286","","",""
"11988","ENSCING00000009489","ENSCINT00000024018","","",""
"11989","ENSCING00000012818","ENSCINT00000024019","","",""
"11990","ENSCING00000002025","ENSCINT00000014192","","","XP_026695817"
"11991","ENSCING00000002025","ENSCINT00000014192","","","XP_002129535"
"11992","ENSCING00000018854","ENSCINT00000033908","","",""
"11993","ENSCING00000017031","ENSCINT00000029360","","",""
"11994","ENSCING00000019174","ENSCINT00000036592","","",""
"11995","ENSCING00000021538","ENSCINT00000029368","","",""
"11996","ENSCING00000009486","ENSCINT00000019317","","",""
"11997","ENSCING00000022105","ENSCINT00000032474","","","XP_002130870"
"11998","ENSCING00000009485","ENSCINT00000019316","","",""
"11999","ENSCING00000012814","ENSCINT00000024014","","",""
"12000","ENSCING00000017037","ENSCINT00000029369","","",""
"12001","ENSCING00000024931","ENSCINT00000031655","","",""
"12002","ENSCING00000017038","ENSCINT00000029370","","","XP_002123906"
"12003","ENSCING00000019557","ENSCINT00000036195","","",""
"12004","ENSCING00000012815","ENSCINT00000024015","","","XP_026689595"
"12005","ENSCING00000018282","ENSCINT00000032760","","",""
"12006","ENSCING00000009491","ENSCINT00000019322","","","XP_002120895"
"12007","ENSCING00000012812","ENSCINT00000024012","","",""
"12008","ENSCING00000017039","ENSCINT00000014895","","","XP_002129783"
"12009","ENSCING00000009492","ENSCINT00000019324","","",""
"12010","ENSCING00000018809","ENSCINT00000036845","","",""
"12011","ENSCING00000000028","ENSCINT00000000037","","",""
