"","ensembl_transcript_id","KHID","KHname","ensembl_gene_id","external_gene_name","refseq_peptide","refseq_peptide_predicted"
"4288","ENSCINT00000012732","KH.L84.16","KH2013:KH.L84.16_PTGS1/2","ENSCING00000006154","","",""
"4289","ENSCINT00000012735","KH.L84.2","ACAP1/2/3","ENSCING00000006167","","",""
"4290","ENSCINT00000012738","KH.L84.31","AMBRA1","ENSCING00000006168","","",""
"4291","ENSCINT00000012742","KH.L84.6","COPB2","ENSCING00000006169","","","XP_009861848"
"4292","ENSCINT00000012750","KH.L84.4","FAM72B","ENSCING00000006171","","","XP_002128712"
"4293","ENSCINT00000012753","KH.L84.25","RFWD2","ENSCING00000006174","zf(ring)-30","NP_001071934",""
"4294","ENSCINT00000012755","KH.L84.18","ERI1","ENSCING00000006175","","","XP_002130965"
"4295","ENSCINT00000012758","KH.L84.30","TLX1/2","ENSCING00000006177","","","XP_009861844"
"4296","ENSCINT00000012761","KH.L170.19","NOP16","ENSCING00000006179","","","XP_002126782"
"4297","ENSCINT00000012762","KH.L170.19","NOP16","ENSCING00000006180","","","XP_002126653"
"4298","ENSCINT00000012763","KH.L170.32","LRATB","ENSCING00000006181","","",""
"4299","ENSCINT00000012764","KH.L170.32","LRATB","ENSCING00000020419","","",""
"4300","ENSCINT00000012765","KH.L170.24","TRABD","ENSCING00000006183","","","XP_002127292"
"4301","ENSCINT00000012768","KH.C12.370","FOXK1/2","ENSCING00000006184","foxk","NP_001071715",""
"4302","ENSCINT00000012771","KH.L170.93","KH2013:KH.L170.93_HNRNPA1/3","ENSCING00000017374","","",""
"4303","ENSCINT00000012773","KH.L59.2","RPS23","ENSCING00000006187","rs23","NP_001027679",""
"4304","ENSCINT00000012774","KH.C5.534","CDC20","ENSCING00000006182","","",""
"4305","ENSCINT00000012776","KH.L59.6","KH2013:KH.L59.6_NFU1","ENSCING00000006189","","",""
"4306","ENSCINT00000012778","KH.L170.11","RNASEH2A","ENSCING00000006190","","",""
"4307","ENSCINT00000012786","KH.L170.44","KH2013:KH.L170.44","ENSCING00000006191","","",""
"4308","ENSCINT00000012789","KH.L170.54","KAZALD1/2/3","ENSCING00000006195","","",""
"4309","ENSCINT00000012790","KH.C12.267","BRWD1/3","ENSCING00000006196","","",""
"4310","ENSCINT00000012792","KH.C5.396","LRRC23","ENSCING00000006197","","",""
"4311","ENSCINT00000012794","KH.C12.26","SMAD2/3","ENSCING00000006188","","NP_001071817",""
"4312","ENSCINT00000012797","KH.C5.507","KH2013:KH.C5.507","ENSCING00000006200","","","XP_009858578"
"4313","ENSCINT00000012798","KH.C5.220","KH2013:KH.C5.220","ENSCING00000006202","","","XP_009858579"
"4314","ENSCINT00000012800","KH.C12.267","BRWD1/3","ENSCING00000006201","","",""
"4315","ENSCINT00000012802","KH.C12.267","BRWD1/3","ENSCING00000021697","","",""
"4316","ENSCINT00000012804","KH.C12.228","S1PR4","ENSCING00000006204","","",""
"4317","ENSCINT00000012805","KH.C12.609","KH2013:KH.C12.609","ENSCING00000011306","","",""
"4318","ENSCINT00000012806","KH.C12.476","GLO1","ENSCING00000006206","","",""
"4319","ENSCINT00000012807","KH.C12.253","DYDC1/2","ENSCING00000006207","","",""
"4320","ENSCINT00000012809","KH.L170.67","SEC11A","ENSCING00000006198","","",""
"4321","ENSCINT00000012810","KH.C12.46","KH2013:KH.C12.46_DNAH10","ENSCING00000006209","","","XP_002129199"
"4322","ENSCINT00000012814","KH.L170.8","PNKP","ENSCING00000006210","","",""
"4323","ENSCINT00000012817","KH.C12.128","ATG2B","ENSCING00000006211","","",""
"4324","ENSCINT00000012821","KH.C10.165","KH2013:KH.C10.165","ENSCING00000006213","","",""
"4325","ENSCINT00000012824","KH.C10.580","COY1","ENSCING00000006220","","",""
"4326","ENSCINT00000012825","KH.L170.16","KH2013:KH.L170.16_LARP6","ENSCING00000006219","","","XP_018671135"
"4327","ENSCINT00000012827","KH.L170.53","TTC39B","ENSCING00000006222","","",""
"4328","ENSCINT00000012829","KH.C12.360","PYROXD2","ENSCING00000006216","","",""
"4329","ENSCINT00000012830","KH.C10.588","KH2013:KH.C10.588_PLB1/2/3","ENSCING00000006221","","",""
"4330","ENSCINT00000012831","KH.L170.71","AQP1/6","ENSCING00000006223","","","XP_002128950"
"4331","ENSCINT00000012832","KH.C10.588","KH2013:KH.C10.588_PLB1/2/3","ENSCING00000013939","","",""
"4332","ENSCINT00000012834","KH.C10.297","MOK","ENSCING00000013938","","",""
"4333","ENSCINT00000012836","KH.C12.367","NMT/1/2","ENSCING00000006217","","",""
"4334","ENSCINT00000012838","KH.C12.288","OPRL1","ENSCING00000006229","","","XP_002128959"
"4335","ENSCINT00000012840","KH.C10.338","NKX2-1/4","ENSCING00000006231","","",""
"4336","ENSCINT00000012841","KH.C12.237","REC8","ENSCING00000006230","","","XP_002124317"
"4337","ENSCINT00000012842","KH.C5.261","CYP1A/1","ENSCING00000006203","","",""
"4338","ENSCINT00000012844","KH.C10.154","TARBP1","ENSCING00000006232","","",""
"4339","ENSCINT00000012845","KH.C12.521","CALML6","ENSCING00000006233","","","XP_002129217"
"4340","ENSCINT00000012849","KH.C5.664","KH2013:KH.C5.664_PSMD10","ENSCING00000006227","","","XP_002130496"
"4341","ENSCINT00000012850","KH.C10.278","EIF2B1","ENSCING00000006234","","","XP_026692127"
"4342","ENSCINT00000012854","KH.C12.417","KH2013:KH.C12.417_TNNC2","ENSCING00000006235","","","XP_026693006"
"4343","ENSCINT00000012856","KH.L170.59","DNAJB1/4/5","ENSCING00000022796","","",""
"4344","ENSCINT00000012862","KH.C10.25","RSPH1","ENSCING00000006238","ci-morn40","NP_001155276","XP_009859932"
"4345","ENSCINT00000012863","KH.C1.752","KH2013:KH.C1.752","ENSCING00000006242","","",""
"4346","ENSCINT00000012865","KH.C10.424","SAV/1","ENSCING00000006243","","",""
"4347","ENSCINT00000012870","KH.C1.702","RAE1","ENSCING00000006244","","","XP_002124903"
"4348","ENSCINT00000012873","KH.L170.59","DNAJB1/4/5","ENSCING00000006225","","",""
"4349","ENSCINT00000012876","KH.C5.50","ZNF207","ENSCING00000006246","","","XP_009858532"
"4350","ENSCINT00000012877","KH.C12.418","EIF1AX","ENSCING00000006224","","","XP_002128717"
"4351","ENSCINT00000012878","KH.C5.50","ZNF207","ENSCING00000006246","","","XP_009858531"
"4352","ENSCINT00000012888","KH.C10.183","KH2013:KH.C10.183","ENSCING00000006253","","",""
"4353","ENSCINT00000012890","KH.C5.652","NUDT12","ENSCING00000006248","","","XP_009858585"
"4354","ENSCINT00000012890","KH.C5.652","NUDT12","ENSCING00000006248","","","XP_026690319"
"4355","ENSCINT00000012891","KH.C10.326","KH2013:KH.C10.326","ENSCING00000006255","","","XP_004226562"
"4356","ENSCINT00000012895","KH.C12.641","CPNE1/2/3","ENSCING00000006239","","","XP_002129629"
"4357","ENSCINT00000012895","KH.C12.641","CPNE1/2/3","ENSCING00000006239","","","XP_009860369"
"4358","ENSCINT00000012898","KH.C10.175","KH2013:KH.C10.175","ENSCING00000006259","","","XP_002126533"
"4359","ENSCINT00000012902","KH.C1.528","TMEM214","ENSCING00000006254","","","XP_009862478"
"4360","ENSCINT00000012908","KH.C12.9","KH2013:KH.C12.9_UNC93A","ENSCING00000006264","","",""
"4361","ENSCINT00000012909","KH.C10.14","KH2013:KH.C10.14","ENSCING00000006262","","",""
"4362","ENSCINT00000012911","KH.C5.28","AGPAT6/9","ENSCING00000006256","","",""
"4363","ENSCINT00000012914","KH.L165.3","TONSL","ENSCING00000006269","","",""
"4364","ENSCINT00000012916","KH.L165.6","LRRC72","ENSCING00000006271","","",""
"4365","ENSCINT00000012919","KH.C12.306","SNO1/2/3","ENSCING00000006260","","","XP_002121359"
"4366","ENSCINT00000012930","KH.L133.1","ING4/5","ENSCING00000006273","","","XP_002127711"
"4367","ENSCINT00000012931","KH.C5.629","STK39","ENSCING00000006270","","",""
"4368","ENSCINT00000012935","KH.C10.192","KH2013:KH.C10.192","ENSCING00000006267","","",""
"4369","ENSCINT00000012936","KH.C8.55","BCHE","ENSCING00000013172","","",""
"4370","ENSCINT00000012937","KH.C12.549","KH2013:KH.C12.549_ACAN","ENSCING00000006274","","",""
"4371","ENSCINT00000012938","KH.L133.7","MAP7D1/2","ENSCING00000006275","","",""
"4372","ENSCINT00000012939","KH.L133.7","MAP7D1/2","ENSCING00000006277","","",""
"4373","ENSCINT00000012945","KH.C10.246","SLC8A1/2/3","ENSCING00000006261","","",""
"4374","ENSCINT00000012947","KH.L133.3","KH2013:KH.L133.3","ENSCING00000006279","","","XP_026693889"
"4375","ENSCINT00000012951","KH.L133.11","C7ORF42","ENSCING00000006281","","","XP_002129425"
"4376","ENSCINT00000012952","KH.L170.43","KH2013:KH.L170.43_GAL10","ENSCING00000006252","","",""
"4377","ENSCINT00000012953","KH.C10.210","KH2013:KH.C10.210","ENSCING00000006276","","",""
"4378","ENSCINT00000012957","KH.S919.1","KH2013:KH.S919.1_LPHN1/2/3","ENSCING00000021223","","",""
"4379","ENSCINT00000012960","KH.L133.2","KH2013:KH.L133.2_PTH2R","ENSCING00000006282","","",""
"4380","ENSCINT00000012961","KH.C5.23","OGT","ENSCING00000006241","","",""
"4381","ENSCINT00000012965","KH.C10.312","KH2013:KH.C10.312_CD81/9","ENSCING00000006285","","","XP_002122534"
"4382","ENSCINT00000012970","KH.C5.365","ZFYVE16/9","ENSCING00000006291","","",""
"4383","ENSCINT00000012971","KH.C10.624","KH2013:KH.C10.624_MSH2","ENSCING00000006286","","",""
"4384","ENSCINT00000012975","KH.C5.447","SNF4","ENSCING00000006296","","",""
"4385","ENSCINT00000012991","KH.C12.200","PMPCB","ENSCING00000006280","","",""
"4386","ENSCINT00000012992","KH.C10.159","KH2013:KH.C10.159","ENSCING00000006309","","","XP_002126983"
"4387","ENSCINT00000012993","KH.C5.62","KH2013:KH.C5.62_ODF3L2","ENSCING00000006307","","",""
"4388","ENSCINT00000012995","KH.C10.54","COMMD10","ENSCING00000006297","","",""
"4389","ENSCINT00000012997","KH.C10.209","KH2013:KH.C10.209","ENSCING00000006310","","",""
"4390","ENSCINT00000012999","KH.C4.267","KH2013:KH.C4.267_GJA10","ENSCING00000013396","","",""
"4391","ENSCINT00000013006","KH.C8.886","CTU2","ENSCING00000006318","","",""
"4392","ENSCINT00000013007","KH.L133.9","RPS8","ENSCING00000006306","","",""
"4393","ENSCINT00000013010","KH.C10.236","HAUS6","ENSCING00000006319","","",""
"4394","ENSCINT00000013016","KH.C5.9","C7ORF63","ENSCING00000006321","","",""
"4395","ENSCINT00000013022","KH.C2.153","KH2013:KH.C2.153_C14ORF166B","ENSCING00000006326","","","XP_009857667"
"4396","ENSCINT00000013024","KH.C12.442","CHORDC1","ENSCING00000006324","","",""
"4397","ENSCINT00000013033","KH.C8.376","GK5","ENSCING00000006320","","",""
"4398","ENSCINT00000013034","KH.C2.549","ASL","ENSCING00000006327","","","XP_002119719"
"4399","ENSCINT00000013037","KH.C2.828","PDCL","ENSCING00000006328","","","XP_009857665"
"4400","ENSCINT00000013040","KH.C8.145","KH2013:KH.C8.145","ENSCING00000006330","","",""
"4401","ENSCINT00000013041","KH.C7.444","CNO","ENSCING00000011938","","","XP_002130369"
"4402","ENSCINT00000013045","KH.C12.60","SFTPB","ENSCING00000006331","","",""
"4403","ENSCINT00000013050","KH.C8.377","HELQ","ENSCING00000006332","","",""
"4404","ENSCINT00000013052","KH.C5.23","OGT","ENSCING00000006241","","","XP_009858569"
"4405","ENSCINT00000013052","KH.C5.23","OGT","ENSCING00000006241","","","XP_009858570"
"4406","ENSCINT00000013053","KH.C8.423","KH2013:KH.C8.423_CLDN1/10/14/19/2/3/4/5/6/7/9","ENSCING00000006335","","","XP_002120514"
"4407","ENSCINT00000013055","KH.C2.449","RTF1","ENSCING00000006333","","",""
"4408","ENSCINT00000013056","KH.L65.2","KH2013:KH.L65.2_MUC3","ENSCING00000001771","","","XP_026694870"
"4409","ENSCINT00000013057","KH.C12.142","SNZ1/2/3","ENSCING00000006284","","","XP_002121070"
"4410","ENSCINT00000013060","KH.C12.676","PURB","ENSCING00000006338","pur-alpha/beta/gamma","NP_001071804",""
"4411","ENSCINT00000013062","KH.L73.3","LAMB1/2/3/4","ENSCING00000006305","","","XP_002127794"
"4412","ENSCINT00000013063","KH.C2.960","DIDO1","ENSCING00000006337","","",""
"4413","ENSCINT00000013067","KH.C8.476","LOXL2/3/4","ENSCING00000006336","","",""
"4414","ENSCINT00000013068","KH.C12.456","KH2013:KH.C12.456","ENSCING00000006341","","",""
"4415","ENSCINT00000013070","KH.C2.400","VPS8","ENSCING00000006340","","",""
"4416","ENSCINT00000013074","KH.C12.487","KH2013:KH.C12.487_PRSS12","ENSCING00000006342","","",""
"4417","ENSCINT00000013076","KH.C8.13","KH2013:KH.C8.13_HPDL","ENSCING00000006343","","","XP_018668547"
"4418","ENSCINT00000013081","KH.C8.876","KH2013:KH.C8.876_MFSD7","ENSCING00000006347","","",""
"4419","ENSCINT00000013087","KH.C8.160","CYP2U1","ENSCING00000013242","","",""
"4420","ENSCINT00000013090","KH.C2.872","KH2013:KH.C2.872_GPA1","ENSCING00000000283","","",""
"4421","ENSCINT00000013091","KH.C12.600","KH2013:KH.C12.600","ENSCING00000006354","","","XP_002130681"
"4422","ENSCINT00000013093","KH.C8.702","SFXN5","ENSCING00000006353","","",""
"4423","ENSCINT00000013095","KH.C12.351","C4ORF47","ENSCING00000006355","","",""
"4424","ENSCINT00000013096","KH.C8.623","MCOLN1/2/3","ENSCING00000006356","","",""
"4425","ENSCINT00000013097","KH.C2.1049","CNPY3/4","ENSCING00000006357","","","XP_002121886"
"4426","ENSCINT00000013101","KH.C2.656","KH2013:KH.C2.656_CYP4V2/3/7/8","ENSCING00000006360","","","XP_002123140"
"4427","ENSCINT00000013102","KH.C12.346","C5H4ORF22","ENSCING00000006358","","","XP_002130845"
"4428","ENSCINT00000013104","KH.C8.746","STK11","ENSCING00000006359","","",""
"4429","ENSCINT00000013105","KH.C5.117","F1NVL8_CHICK","ENSCING00000006352","","",""
"4430","ENSCINT00000013106","KH.C12.491","BMP3","ENSCING00000006362","","",""
"4431","ENSCINT00000013107","KH.C10.579","ATP5A1","ENSCING00000006323","ciatpsyna","NP_001027729",""
"4432","ENSCINT00000013110","KH.C8.93","TMEM62","ENSCING00000006365","","",""
"4433","ENSCINT00000013115","KH.S390.6","KH2013:KH.S390.6_ITGB1","ENSCING00000006316","","","XP_009860486"
"4434","ENSCINT00000013119","KH.C1.1291","KH2013:KH.C1.1291_MMP1","ENSCING00000006263","","",""
"4435","ENSCINT00000013126","KH.C2.719","USP22/3/44/51","ENSCING00000006364","","",""
"4436","ENSCINT00000013130","KH.C10.579","ATP5A1","ENSCING00000020128","","",""
"4437","ENSCINT00000013132","KH.C2.519","POMT1","ENSCING00000006373","","","XP_018673259"
"4438","ENSCINT00000013132","KH.C2.519","POMT1","ENSCING00000006373","","","XP_002128744"
"4439","ENSCINT00000013134","KH.C14.184","KH2013:KH.C14.184","ENSCING00000014448","","","XP_009860834"
"4440","ENSCINT00000013136","KH.C2.1100","KH2013:KH.C2.1100","ENSCING00000011419","","",""
"4441","ENSCINT00000013140","KH.C8.749","KH2013:KH.C8.749","ENSCING00000013354","","","XP_002129142"
"4442","ENSCINT00000013141","KH.L61.4","KH2013:KH.L61.4_MMP1","ENSCING00000012822","","",""
"4443","ENSCINT00000013143","KH.C2.302","TUB","ENSCING00000006377","","",""
"4444","ENSCINT00000013144","KH.C10.522","WBP4","ENSCING00000006376","","",""
"4445","ENSCINT00000013146","KH.C2.944","DNAJC5B","ENSCING00000006379","","","XP_004225730"
"4446","ENSCINT00000013150","KH.L122.10","L2HGDH","ENSCING00000006381","","",""
"4447","ENSCINT00000013154","KH.C12.603","PRPF19","ENSCING00000016625","","",""
"4448","ENSCINT00000013158","KH.S390.5","KH2013:KH.S390.5","ENSCING00000006384","","","XP_002120759"
"4449","ENSCINT00000013159","KH.C8.624","MCM6","ENSCING00000006371","","",""
"4450","ENSCINT00000013160","KH.C10.70","MTHFR","ENSCING00000006388","","","XP_002131246"
"4451","ENSCINT00000013161","KH.S390.1","PTGES3","ENSCING00000006389","","","XP_002125255"
"4452","ENSCINT00000013163","KH.C2.209","KH2013:KH.C2.209_CALM1/3","ENSCING00000006382","","","XP_026696363"
"4453","ENSCINT00000013164","KH.C10.232","ETFA","ENSCING00000006311","","",""
"4454","ENSCINT00000013165","KH.C10.471","KH2013:KH.C10.471_PIP","ENSCING00000006390","","",""
"4455","ENSCINT00000013169","KH.C10.115","VRK1/2","ENSCING00000006395","","",""
"4456","ENSCINT00000013179","KH.C10.475","KH2013:KH.C10.475_FAM154B","ENSCING00000006398","","","XP_002130979"
"4457","ENSCINT00000013180","KH.C2.610","KH2013:KH.C2.610_IRC24","ENSCING00000011421","","","XP_026696359"
"4458","ENSCINT00000013182","KH.C10.467","SHC/1/2/3/4","ENSCING00000006400","","",""
"4459","ENSCINT00000013183","KH.C2.811","SVOP","ENSCING00000006374","","",""
"4460","ENSCINT00000013192","KH.S787.2","FAM187A","ENSCING00000014911","","","XP_002124778"
"4461","ENSCINT00000013198","KH.C1.1123","KH2013:KH.C1.1123","ENSCING00000006406","","",""
"4462","ENSCINT00000013201","KH.L130.5","HDDC2","ENSCING00000006407","","","XP_002125754"
"4463","ENSCINT00000013204","KH.C10.179","KH2013:KH.C10.179","ENSCING00000006402","","","XP_002130820"
"4464","ENSCINT00000013204","KH.C10.179","KH2013:KH.C10.179","ENSCING00000006402","","","XP_009859998"
"4465","ENSCINT00000013207","KH.C8.436","PCSK7","ENSCING00000006411","","",""
"4466","ENSCINT00000013209","KH.C10.133","KH2013:KH.C10.133","ENSCING00000006412","","","XP_002130773"
"4467","ENSCINT00000013211","KH.C2.632","CSTF3","ENSCING00000006401","","","XP_002126480"
"4468","ENSCINT00000013214","KH.L130.7","MFSD11","ENSCING00000006409","","",""
"4469","ENSCINT00000013216","KH.C10.370","NCAPH","ENSCING00000006416","","",""
"4470","ENSCINT00000013220","KH.C10.8","F35D2.3","ENSCING00000006420","gla3","NP_001108617",""
"4471","ENSCINT00000013221","KH.C2.85","TMCO4","ENSCING00000006421","","",""
"4472","ENSCINT00000013222","KH.C10.229","PCTP","ENSCING00000006422","","",""
"4473","ENSCINT00000013223","KH.C8.736","SNF-2","ENSCING00000006415","","",""
"4474","ENSCINT00000013224","KH.C2.1044","KH2013:KH.C2.1044","ENSCING00000006423","","","XP_002126823"
"4475","ENSCINT00000013226","KH.C2.875","KH2013:KH.C2.875_PSMD4","ENSCING00000006425","","",""
"4476","ENSCINT00000013230","KH.L130.1","ITGA3/6/7","ENSCING00000006419","","",""
"4477","ENSCINT00000013234","KH.L130.6","HEY1/2","ENSCING00000006427","","",""
"4478","ENSCINT00000013236","KH.C10.73","SLC25A3","ENSCING00000006424","","","XP_002130023"
"4479","ENSCINT00000013242","KH.C10.303","XRRA1","ENSCING00000006429","","",""
"4480","ENSCINT00000013243","KH.L101.8","ATP6V1H","ENSCING00000006417","","","XP_026693601"
"4481","ENSCINT00000013245","KH.L122.15","POLR2B","ENSCING00000006386","","",""
"4482","ENSCINT00000013246","KH.C10.328","PRDX4","ENSCING00000006430","","",""
"4483","ENSCINT00000013247","KH.C10.383","TTF2","ENSCING00000006431","","",""
"4484","ENSCINT00000013249","KH.C8.839","KH2013:KH.C8.839_ATRNL1","ENSCING00000006426","","",""
"4485","ENSCINT00000013254","KH.C8.724","KH2013:KH.C8.724_TECTB","ENSCING00000006433","","","XP_002126560"
"4486","ENSCINT00000013256","KH.C8.446","SERBP1","ENSCING00000006437","","",""
"4487","ENSCINT00000013258","KH.C10.538","COPS5","ENSCING00000006436","","",""
"4488","ENSCINT00000013262","KH.L130.12","KH2013:KH.L130.12_PTPRA","ENSCING00000006428","","",""
"4489","ENSCINT00000013265","KH.C8.461","KH2013:KH.C8.461_ACS-10/14/6","ENSCING00000006439","","","XP_026691236"
"4490","ENSCINT00000013269","KH.C8.576","KH2013:KH.C8.576_TECTA","ENSCING00000006443","","",""
"4491","ENSCINT00000013270","KH.C3.410","KH2013:KH.C3.410_NCOR1/2","ENSCING00000006444","","",""
"4492","ENSCINT00000013273","KH.C3.476","WIBG","ENSCING00000006448","","",""
"4493","ENSCINT00000013275","KH.C3.67","CAUP","ENSCING00000006449","","",""
"4494","ENSCINT00000013278","KH.C3.12","ANKRD60","ENSCING00000006453","","","XP_002121524"
"4495","ENSCINT00000013281","KH.C10.510","C14ORF102","ENSCING00000006455","","","XP_002129004"
"4496","ENSCINT00000013282","KH.L122.11","MTA1/2/3","ENSCING00000006442","mta","NP_001071762","XP_009861092"
"4497","ENSCINT00000013283","KH.C8.352","Ci-Ends2;","ENSCING00000006450","","NP_001107601",""
"4498","ENSCINT00000013284","KH.C10.168","KH2013:KH.C10.168","ENSCING00000006457","","","XP_002128661"
"4499","ENSCINT00000013285","KH.C2.1091","GCNT2","ENSCING00000011615","","",""
"4500","ENSCINT00000013301","KH.C8.827","CDC37","ENSCING00000006469","","","XP_026691243"
"4501","ENSCINT00000013305","KH.C8.817","NADKD1","ENSCING00000006473","","",""
"4502","ENSCINT00000013306","KH.C10.559","CERK","ENSCING00000006470","","",""
"4503","ENSCINT00000013312","KH.C8.235","LIPG","ENSCING00000006474","","",""
"4504","ENSCINT00000013313","KH.C10.577","EFCAB11","ENSCING00000006475","","",""
"4505","ENSCINT00000013314","KH.L122.4","VPS39","ENSCING00000006468","","",""
"4506","ENSCINT00000013323","KH.C3.880","KH2013:KH.C3.880_SIAE","ENSCING00000006479","","",""
"4507","ENSCINT00000013324","KH.C2.81","ALDH16A1","ENSCING00000006472","","","XP_002128052"
"4508","ENSCINT00000013326","KH.C8.335","KLHL18","ENSCING00000006476","","",""
"4509","ENSCINT00000013327","KH.C3.263","GLG1","ENSCING00000006481","","",""
"4510","ENSCINT00000013329","KH.C3.294","HEATR2","ENSCING00000006485","","","XP_002127221"
"4511","ENSCINT00000013331","KH.C9.869","KH2013:KH.C9.869_FUT3/4/5/6/7/9","ENSCING00000024575","ona14","NP_001027813",""
"4512","ENSCINT00000013332","KH.C3.499","KH2013:KH.C3.499_ASGR1/2","ENSCING00000006487","","",""
"4513","ENSCINT00000013334","KH.C3.342","CEP152","ENSCING00000006490","","",""
"4514","ENSCINT00000013335","KH.C9.671","KH2013:KH.C9.671_FUT3/4/5/6/7/9","ENSCING00000006489","","","XP_002128602"
