Experiment date (EP),EP experimentator + Imaging acquisition,Condition,ID embryo,Cell Segmentation,Threshold nuclei,Threshold membrane,Surface Segmentation,Merged cells to get new surface information from cell segmentation,Shortest distance between ATM group to TVC group (from edge to edge) µm,Comment on the distance,Comment on the embryo,Phenotype,Details,"Quality of segmentation based on labelling (good, correct, not good)",Comments
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image9,yes,71,35.3,-,yes,20.2,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATMs migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image10,yes,80.1,37.9,-,yes,31.7,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image11,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image12,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image13,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image14,yes,81.9,27.5,-,yes,0,groups connected,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATMs migrated with the TVCs in the trunk but not completely because still attached to the other ATM in the tail; the 2 TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image15_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image15_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image16,no,,,-,no,,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATMs migrated with the TVCs in the trunk; one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image17_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image17_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image18,no,,,-,no,,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATMs migrated and divided with the TVCs in the trunk; one of the TVCs didn't divide in the trunk,good,Ambigous phenotype
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image19,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image20_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image20_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image21_left,yes,87,27.1,-,yes,35.2,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image21_right,yes,87,30.3,-,yes,30.7,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image22_left,no,,,-,no,,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image22_right,no,,,-,no,,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image23_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image23_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image24_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image24_right,no,,,-,no,,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATMs started to migrated but still in the tail but separated from the other ATM; the 2 TVCs didn't divide in the trunk,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image25,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image26,no,,,-,no,,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATMs migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk,good,Ambigous phenotype
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image27,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image28_left,yes,75.1,30.3,-,yes,38.8,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image28_right,yes,64.9,27.6,-,yes,40.3,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATMs migrated with the TVCs in the trunk; one of the TVCs started to divide but not completely separated (but not seen in the segmentation because nuclei far enough from each other); the other TVC didn't divide,correct,Ambigous phenotype
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image29,no,,,-,no,,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVCs didn't migrate and didn't divide, it stayed with the ATMs in the tail; the other TVC didn't divide in the trunk",good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image30,no,,,-,no,,-,problem migration and division,inhibited TVC migration / inhibited TVC division,the TVCs didn't migrate completely because one TVC is still attached to the ATMs in the tail and this TVC didn't divide,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image31_left,no,,,-,no,,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image31_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image32,no,,,-,no,,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVCs didn't migrate and didn't divide, it stayed with the ATMs in the tail; the other TVC didn't divide in the trunk",good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image33_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image33_right,no,,,-,no,,-,problem migration and division,enhanced ATM migration / enhanced ATM division / inhibited TVC division,one of the ATMs migrated and divided with the TVCs in the trunk; one of the TVCs didn't divide in the trunk,good,Ambigous phenotype
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image34,no,,,-,no,,-,problem orientation,TVC cell alignment,the TVCs divided but not in the medio-laterale orientation so cells are a bit aligned,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image1,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image2,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image3_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image3_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image4_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image4_right,no,,,-,no,,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,correct,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image5_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image5_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image6,no,,,-,no,,-,problem migration,enhanced ATM migration,one of the ATMs migrated with the TVCs in the trunk,correct,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image7,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image8_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image8_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image9_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image9_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image10_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image10_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide1_Image11,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide2_Image1,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide2_Image2,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide2_Image3_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide2_Image3_right,no,,,-,no,,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVCs didn't migrate and didn't divide, it stayed with the ATMs in the tail",correct,-
2020-11-04,Margaux Failla,Tyrosinase,Slide2_Image4,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-11-04,Margaux Failla,Tyrosinase,Slide2_Image5,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide2_Image6,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-11-04,Margaux Failla,Tyrosinase,Slide2_Image7,no,,,-,no,,-,problem migration,enhanced ATM migration,one of the ATMs migrated with the TVCs in the trunk,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide2_Image8,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide2_Image9,no,,,-,no,,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,correct,-
2020-11-04,Margaux Failla,Tyrosinase,Slide2_Image10,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Tyrosinase,Slide2_Image11,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Depdc,Slide1_Image1_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-11-04,Margaux Failla,Depdc,Slide1_Image1_right,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided but not in the medio-laterale orientation, so cells are a bit aligned",good,-
2020-11-04,Margaux Failla,Depdc,Slide1_Image2,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Depdc,Slide1_Image3_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Depdc,Slide1_Image3_right,no,,,-,no,,-,problem orientation,TVC cell alignment,"the 2 TVCs divided but not in the medio-laterale orientation, so cells are aligned",good,-
2020-11-04,Margaux Failla,Depdc,Slide1_Image4_left,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided but not in the medio-laterale orientation, so cells are a bit aligned",good,-
2020-11-04,Margaux Failla,Depdc,Slide1_Image4_right,no,,,-,no,,-,problem orientation,TVC cell alignment,"the 2 TVCs divided but not in the medio-laterale orientation, so cells are aligned",correct,-
2020-11-04,Margaux Failla,Depdc,Slide1_Image5,no,,,-,no,,-,problem orientation,TVC cell alignment,"the 2 TVCs divided but not in the medio-laterale orientation, so cells are aligned",good,-
2020-11-04,Margaux Failla,Depdc,Slide1_Image6,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided but not in the medio-laterale orientation, so cells are a bit aligned",good,-
2020-11-04,Margaux Failla,Depdc,Slide1_Image7,no,,,-,no,,-,problem orientation,TVC cell alignment,"the 2 TVCs divided but not in the medio-laterale orientation, so cells are aligned",good,-
2020-11-04,Margaux Failla,Depdc,Slide1_Image8_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-11-04,Margaux Failla,Depdc,Slide1_Image8_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Depdc,Slide2_Image1,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided but not in the medio-laterale orientation, so cells are a bit aligned",good,-
2020-11-04,Margaux Failla,Depdc,Slide2_Image2_left,no,,,-,no,,-,problem orientation,TVC cell alignment,"the 2 TVCs divided but not in the medio-laterale orientation, so cells are aligned",good,-
2020-11-04,Margaux Failla,Depdc,Slide2_Image2_right,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided but not in the medio-laterale orientation, so cells are a bit aligned",good,-
2020-11-04,Margaux Failla,Depdc,Slide2_Image3,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Depdc,Slide2_Image4_left,no,,,-,no,,-,problem orientation,TVC cell alignment,"the 2 TVCs divided but not in the medio-laterale orientation, so cells are aligned",good,-
2020-11-04,Margaux Failla,Depdc,Slide2_Image4_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Depdc,Slide2_Image5_left,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided but not in the medio-laterale orientation, so cells are a bit aligned",good,-
2020-11-04,Margaux Failla,Depdc,Slide2_Image5_right,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided but not in the medio-laterale orientation, so cells are a bit aligned",good,-
2020-11-04,Margaux Failla,Depdc,Slide2_Image6,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,Depdc,Slide2_Image7_left,no,,,-,no,,-,problem orientation,TVC cell alignment,"the 2 TVCs divided but not in the medio-laterale orientation, so cells are aligned",good,-
2020-11-04,Margaux Failla,Depdc,Slide2_Image7_right,no,,,-,no,,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATMs migrated and divided with the TVCs in the trunk,good,-
2020-11-04,Margaux Failla,Depdc,Slide2_Image8,no,,,-,no,,-,problem orientation,TVC cell alignment,"the 2 TVCs divided but not in the medio-laterale orientation, so cells are aligned",correct,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image1_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image1_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image2,no,,,-,no,,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,not good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image3_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,Left and right side don't align in front of each other
2020-11-04,Margaux Failla,5HTR,Slide1_Image3_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,Left and right side don't align in front of each other
2020-11-04,Margaux Failla,5HTR,Slide1_Image4,no,,,-,no,,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,not good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image5_left,no,,,-,no,,-,problem division,enhanced TVC division,one TVC started the second division but the cells are not separated yet (but not seen in the segmentation because nuclei are far enough so considered as 2 cells),correct,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image5_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image6,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image7_left,yes,82.7,42.8,-,yes,30.4,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image7_right,yes,82.7,42.8,-,yes,24,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image8_right,yes,68.4,47.8,-,yes,27,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATM migrated and divided with the TVCs in the trunk,good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image9_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image9_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image10,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image11,yes,96.2,45.2,-,yes,48.4,-,problem division and orientation,enhanced TVC division / TVC cell alignment,"one of the sTVC divided for the second division, there is an additional TVC in the trunk but not divided in the medio-laterale orientation",good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image12,yes,93,55.2,-,yes,39.7,-,look like WT,look like WT,all look like WT,good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image13_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image13_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image14,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image15_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image15_right,yes,91,45.1,-,yes,33,-,look like WT,look like WT,all look like WT,correct,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image16,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-11-04,Margaux Failla,5HTR,Slide1_Image17,yes,82.3,57.5,-,yes,45.6,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVC didn't migrate, it stayed in the tail with the ATMs and didn't divide",correct,-
