"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei","Threshold.membrane","Surface.Segmentation","Threshold.surface","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Comment.detailed","Details.phenotype","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","Phenotype","migration.perturbed","division.perturbed","orientation.perturbed"
"Foxf.slide2_image20.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image20","yes",125,19.5,"-","-","yes","5.59","-","look like WT","look like WT","all look like WT","good","","Foxf.slide2_image20.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide2_image21.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image21","yes",102,29.7,"-","-","yes","12.5","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","","Foxf.slide2_image21.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image22.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image22","yes",95.1,24.2,"-","-","yes","13.3","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Foxf.slide2_image22.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image24.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image24","yes",107,33.5,"-","-","yes","20.2","-","look like WT","look like WT","all look like WT","good","","Foxf.slide2_image24.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide2_image25_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image25_left","yes",120,37.8,"-","-","yes","9.27","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","correct","","Foxf.slide2_image25_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image26.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image26","yes",84.3,36.6,"-","-","yes","42.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","","Foxf.slide2_image26.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image27_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image27_left","yes",105,29.1,"-","-","yes","14.5","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","not good","","Foxf.slide2_image27_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image28.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image28","yes",115,20.6,"-","-","yes","15.2","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","not good","","Foxf.slide2_image28.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image29.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image29","yes",115,31.3,"-","-","yes","18.3","-","look like WT","look like WT","all look like WT","good","","Foxf.slide2_image29.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide2_image3_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image3_left","yes",140,27.5,"-","-","yes","14.2","-","look like WT","look like WT","all look like WT","correct","","Foxf.slide2_image3_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide2_image30_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image30_left","yes",90.3,26.4,"-","-","yes","27","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Foxf.slide2_image30_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image30_right.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image30_right","yes",90.3,26.4,"-","-","yes","25.1","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","","Foxf.slide2_image30_right.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image31_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image31_left","yes",80,25.9,"-","-","yes","22.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","not good","","Foxf.slide2_image31_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image31_right.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image31_right","yes",88.6,25.9,"-","-","yes","15.5","-","look like WT","look like WT","all look like WT","correct","","Foxf.slide2_image31_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide2_image32.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image32","yes",93.5,32.4,"-","-","yes","0","groups connected","problem migration and orientation","inhibited TVC migration / TVC cell alignment","the migration was not done completely, one of the TVC is still connected to the ATM and this TVC divided but not in the medio-lateral orientation, so cells are aligned","not good","","Foxf.slide2_image32.2020_02_06","migration/orientation perturbed",TRUE,FALSE,TRUE
"Foxf.slide2_image4.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image4","yes",102,22.3,"-","-","yes","9.98","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","","Foxf.slide2_image4.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image5.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image5","yes",94.3,17.3,"-","-","yes","24.3","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","good","","Foxf.slide2_image5.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image6.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image6","yes",80.8,22.6,"-","-","yes","21.1","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","good","","Foxf.slide2_image6.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image7.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image7","yes",120,35.5,"-","-","yes","30.5","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Foxf.slide2_image7.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image8.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image8","yes",125,25.3,"-","-","yes","22.2","-","look like WT","look like WT","all look like WT","good","","Foxf.slide2_image8.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide2_image9.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image9","yes",86.4,36.8,"-","-","yes","27.3","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","","Foxf.slide2_image9.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"FZD.slide1_image10_right.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image10_right","yes",77.3,25.2,"-","-","yes","40.4","-","look like WT","look like WT","all look like WT","good","-","FZD.slide1_image10_right.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide1_image15_right.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image15_right","yes",86.5,30.2,"-","-","yes","38.7","-","look like WT","look like WT","all look like WT","good","-","FZD.slide1_image15_right.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide1_image18.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image18","yes",84.8,32.3,"-","-","yes","55","-","look like WT","look like WT","all look like WT","good","-","FZD.slide1_image18.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide1_image22.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image22","yes",89.5,29.9,"-","-","yes","57.1","-","look like WT","look like WT","all look like WT","good","-","FZD.slide1_image22.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide1_image23.2020_11_05","2020_11_05","Margaux Failla","FZD","slide1_image23","yes",85.8,55.3,"-","-","yes","51.9","-","look like WT","look like WT","all look like WT","good","-","FZD.slide1_image23.2020_11_05","WT",FALSE,FALSE,FALSE
"FZD.slide1_image29_left.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image29_left","yes",80.8,51.9,"-","-","yes","37.3","-","look like WT","look like WT","all look like WT","good","-","FZD.slide1_image29_left.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide1_image6.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image6","yes",83.3,32.7,"-","-","yes","28","-","look like WT","look like WT","all look like WT","good","-","FZD.slide1_image6.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide1_image8.2020_11_05","2020_11_05","Margaux Failla","FZD","slide1_image8","yes",90.8,37.6,"-","-","yes","28.4","-","look like WT","look like WT","all look like WT","good","-","FZD.slide1_image8.2020_11_05","WT",FALSE,FALSE,FALSE
"FZD.slide1_image9_left.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image9_left","yes",74.4,31,"-","-","yes","26.3","-","look like WT","look like WT","all look like WT","good","-","FZD.slide1_image9_left.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image13.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image13","yes",86.5,37.4,"-","-","yes","43.2","-","look like WT","look like WT","all look like WT","correct","-","FZD.slide2_image13.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image13.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image13","yes",94,50.2,"-","-","yes","17.8","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image13.2020_11_05","WT",FALSE,FALSE,FALSE
"FZD.slide2_image15_left.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image15_left","yes",83.8,33.1,"-","-","yes","27.2","-","look like WT","look like WT","all look like WT","not good","-","FZD.slide2_image15_left.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image22.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image22","yes",76.6,25.4,"-","-","yes","31.1","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image22.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image23.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image23","yes",81.6,62.2,"-","-","yes","0","groups connected","problem migration","inhibited TVC migration","the TVCs didn't migrate enough and still connected to the ATMs in the tail","correct","-","FZD.slide2_image23.2020_11_05","migration perturbed",TRUE,FALSE,FALSE
"FZD.slide2_image25.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image25","yes",90.3,47.6,"-","-","yes","0","groups connected","problem migration and orientation","inhibited TVC migration / TVC cell alignment","the TVCs didn't migrate enough and still connected to the ATMs in the tail; one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","-","FZD.slide2_image25.2020_11_05","migration/orientation perturbed",TRUE,FALSE,TRUE
"FZD.slide2_image28_left.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image28_left","yes",90.3,52.6,"-","-","yes","42.8","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image28_left.2020_11_05","WT",FALSE,FALSE,FALSE
"FZD.slide2_image29.2020_11_05","2020_11_05","Margaux Failla","FZD","slide2_image29","yes",85.5,45.4,"-","-","yes","25.4","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image29.2020_11_05","WT",FALSE,FALSE,FALSE
"FZD.slide2_image30.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image30","yes",85.5,35.2,"-","-","yes","43.6","-","look like WT","look like WT","all look like WT","not good","-","FZD.slide2_image30.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image34.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image34","yes",82.8,35.4,"-","-","yes","37.8","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image34.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image36_right.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image36_right","yes",65.3,25.2,"-","-","yes","44.8","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image36_right.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image4.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image4","yes",63.4,25.1,"-","-","yes","31.1","-","look like WT","look like WT","all look like WT","correct","-","FZD.slide2_image4.2020_11_04","WT",FALSE,FALSE,FALSE
"FZD.slide2_image42.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image42","yes",87.1,27.3,"-","-","yes","28.3","-","problem orientation","TVC cell alignment","one of the TVCs divided not in the medio-lateral orientation, so cells are a bit aligned","good","-","FZD.slide2_image42.2020_11_04","orientation perturbed",FALSE,FALSE,TRUE
"FZD.slide2_image9.2020_11_04","2020_11_04","Margaux Failla","FZD","slide2_image9","yes",80.7,25.1,"-","-","yes","37.6","-","look like WT","look like WT","all look like WT","good","-","FZD.slide2_image9.2020_11_04","WT",FALSE,FALSE,FALSE
"Gata.image1.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image1","yes",71.6,52.1,"-","-","yes","34.3","-","look like WT","look like WT","all look like WT","good","","Gata.image1.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.image2_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image2_right","yes",40.8,27.6,"-","-","yes","26.1","-","look like WT","look like WT","all look like WT","correct","","Gata.image2_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.image3.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image3","yes",35.9,33.6,"-","-","yes","28.9","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered) and ambiguous phenotype because lot of cells around","Gata.image3.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.image3.2020_06_17.1","1","Yelena Bernadskaya","Gata","image3","yes",40.7,34.3,"-","-","yes","27.5","-","look like WT","look like WT","all look like WT","good","","Gata.image3.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.image4_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image4_left","yes",84.5,50.9,"-","-","yes","25.6","-","look like WT","look like WT","all look like WT","good","","Gata.image4_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.image4_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image4_right","yes",84.5,39.9,"-","-","yes","26.2","-","look like WT","look like WT","all look like WT","good","","Gata.image4_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.image4.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image4","yes",34.6,44.6,"-","-","yes","24.1","-","problem division (not completed, but not seen in segmentation)","inhibited TVC division","one of the TVC didn't divided completely in the trunk (cells not seperated, but not seen in the segmentation, because considered as 2 cells)","good","Not completed division, but in segmentation considered as 2 cells ","Gata.image4.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"Gata.image6_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Gata","image6_left","yes",44.7,35.2,"-","-","yes","44.7","-","look like WT","look like WT","all look like WT","good","Ambiguous phenotype between left and right","Gata.image6_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Gata.slide1_image1.2020_02_06","2020_02_06","Margaux Failla","Gata","slide1_image1","yes",95,44.6,"-","-","yes","18.1","-","look like WT","look like WT","all look like WT","not good","","Gata.slide1_image1.2020_02_06","WT",FALSE,FALSE,FALSE
"Gata.slide1_image10_left.2020_02_06","2020_02_06","Margaux Failla","Gata","slide1_image10_left","yes",115,28,"-","-","yes","40.9","-","look like WT","look like WT","all look like WT","good","","Gata.slide1_image10_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Gata.slide1_image10_right.2020_02_06","2020_02_06","Margaux Failla","Gata","slide1_image10_right","yes",110,28,"-","-","yes","36.9","-","look like WT","look like WT","all look like WT","good","","Gata.slide1_image10_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Gata.slide1_image11_left.2020_02_06","2020_02_06","Margaux Failla","Gata","slide1_image11_left","yes",80,26.6,"-","-","yes","19.6","-","look like WT","look like WT","all look like WT","good","","Gata.slide1_image11_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Gata.slide1_image11_right.2020_02_06","2020_02_06","Margaux Failla","Gata","slide1_image11_right","yes",90,26.6,"-","-","yes","24.2","-","look like WT","look like WT","all look like WT","good","","Gata.slide1_image11_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Gata.slide1_image14_right.2020_02_06","2020_02_06","Margaux Failla","Gata","slide1_image14_right","yes",89.3,30.1,"-","-","yes","29.5","-","problem orientation","TVC cell alignment","the orientation of the division is not medio-lateral, the TVC and FHP are aligned","good","","Gata.slide1_image14_right.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Gata.slide1_image15_left.2020_02_06","2020_02_06","Margaux Failla","Gata","slide1_image15_left","yes",76.7,15,"-","-","yes","27.5","-","look like WT","look like WT","all look like WT","correct","","Gata.slide1_image15_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Gata.slide1_image15_right.2020_02_06","2020_02_06","Margaux Failla","Gata","slide1_image15_right","yes",92.9,37.9,"-","-","yes","25.7","-","look like WT","look like WT","all look like WT","good","","Gata.slide1_image15_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Gata.slide1_image18_left.2020_02_06","2020_02_06","Margaux Failla","Gata","slide1_image18_left","yes",79.8,20,"-","-","yes","31.4","-","look like WT","look like WT","all look like WT","good","ambiguous between left and right","Gata.slide1_image18_left.2020_02_06","WT",FALSE,FALSE,FALSE
