Experiment date (EP),EP experimentator + Imaging acquisition,Condition,ID embryo,Cell Segmentation,Threshold nuclei,Threshold membrane,Surface Segmentation,Threshold surface,Merged cells to get new surface information from cell segmentation,Shortest distance between ATM group to TVC group (from edge to edge) µm,Comment on the distance,Comment on the embryo,Details phenotype,"Quality of segmentation based on labelling (good, correct, not good)",Comments
2020-06-17,Yelena Bernadskaya,Depdc,07072020_image4_right,yes,32.1,19.7,-,-,yes,0,groups connected,problem migration,"one of the TVC didn't migrate, it stayed in the tail and divided; the migration was not done completely for the other TVC, still attached to the ATM group",correct,
2020-06-17,Yelena Bernadskaya,Depdc,07072020_image5,yes,22.5,14.5,-,-,yes,30.4,-,"problem migration, division and orientation",one of the ATM migrated in the trunk and divided; one of the TVC divided not in the medio-lateral orientation so cells are aligned,correct,
2020-06-17,Yelena Bernadskaya,Depdc,07072020_image6_left,yes,10.2,15.9,-,-,yes,39.9,-,"problem migration, division and orientation","one of the ATM migrated and divided in trunk with the TVCs; one of the TVC divided but not in the medio-laterla orientation, so cells are aligned",not good,
2020-06-17,Yelena Bernadskaya,Depdc,07072020_image6_right,yes,10.2,15.9,-,-,yes,48.7,-,look like WT,all look like WT,not good,ATM separated in segmentation but connected in reality
2020-06-17,Yelena Bernadskaya,Depdc,09072020_image1,yes,41.2,23.2,-,-,yes,3.72,-,problem migration and orientation,"one of the ATM migrated in the trunk with the TVCs; one of the TVC divided but not in the medio-lateral orientation, so cells are aligned",good,
2020-06-17,Yelena Bernadskaya,Depdc,09072020_image2_left,yes,17.9,14.3,-,-,yes,20.1,-,problem division,one of the ATM divided in the tail,good,
2020-06-17,Yelena Bernadskaya,Depdc,09072020_image2_right,yes,20.6,13.5,-,-,yes,23.5,-,problem division and orientation,"one of the ATM divided but not completely in the tail (in segmentation considered as 2 cells); and the 2 TVCs divided not in the medio lateral orientation, so cells are aligned",good,"Not completed division, but in segmentation considered as 2 cells "
2020-06-17,Yelena Bernadskaya,Depdc,09072020_image3,yes,50,19.5,-,-,yes,31.3,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",not good,Don't see all the ATM cells (image not centered)
2020-06-17,Yelena Bernadskaya,Depdc,09072020_image6,yes,29.6,17.7,-,-,yes,-,no distance - only one group in the trunk,problem migration and division,"the 2 ATMs migrated in the trunk, and one of the ATM divided",good,
2020-06-17,Yelena Bernadskaya,Depdc,09072020_image7_right,yes,50.3,20.4,-,-,yes,37,-,problem divison,one of the TVC didn't divide in the trunk,not good,Don't see all the ATM cells (image not centered)
2020-06-17,Yelena Bernadskaya,Depdc,09072020_image8_left,yes,19.5,19.3,-,-,yes,40.7,-,problem divison,one of the ATM divided in the tail,good,
2020-06-17,Yelena Bernadskaya,Depdc,09072020_image8_right,yes,34.8,31.8,-,-,yes,33.6,-,problem divison,one of the TVC didn't divide in the trunk,good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image1,yes,22.8,11.8,-,-,yes,29,-,look like WT,"all look like WT (but one TVC started the second division, but not seen in the segmentation because nuclei too close)",good,"But one TVC started the second division, but not seen in the segmentation because nuclei too close"
2020-06-17,Yelena Bernadskaya,Rho,25062020_image2_left,yes,6.26,5.42,-,-,yes,26.8,-,problem orientation,"the 2 TVCs divided but not in the medio-lateral orientation, so cells are aligned",not good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image2_right,yes,20.9,12.6,-,-,yes,27.1,-,problem orientation,"one of the TVC divided but not in the medio-lateral orientation, so cells are aligned",correct,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image3,yes,16,10,-,-,yes,39.4,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image4,yes,16.2,13.3,-,-,yes,43.1,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image5,yes,37.3,18.6,-,-,yes,36.1,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image6,yes,19.1,10.2,-,-,yes,15.9,-,problem divison,"one of the ATM divided in the tail (but don't see this additional ATM completely, image not centered)",not good,"Image not centered, don't see the additional ATM completely"
2020-06-17,Yelena Bernadskaya,Rho,25062020_image7,yes,25.3,25.2,-,-,yes,29,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image8,yes,27.7,17.3,-,-,yes,12.7,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image9,yes,39.7,12.7,-,-,yes,35.6,-,problem orientation,"the FHP are separated so cells are a bit aligned, TVCs divided not completely in the medio-lateral orientiation",good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image10_left,yes,39.1,9.48,-,-,yes,39.3,-,problem division,one of the TVC didn't divide in the trunk,good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image10_right,yes,39.1,5.05,-,-,yes,39.9,Distance should be shorter - missing one part in anterior side of the ATM (signal of not good quality),look like WT,all look like WT,not good,One part of the ATM is missing in the segmentation
2020-06-17,Yelena Bernadskaya,Rho,25062020_image11_right,yes,31.7,12.1,-,-,yes,32.9,-,problem division,one of the ATM divided in the tail,good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image12_left,yes,36.5,9.74,-,-,yes,44.9,-,look like WT,all look like WT,not good,"One nuclei detected a part of another one (from the other side), so the cell size is bigger than it should be "
2020-06-17,Yelena Bernadskaya,Rho,25062020_image13_right,yes,42.9,15.1,-,-,yes,33.7,-,look like WT,all look like WT,not good,"One nuclei detected a part of another one (from the other side), so the cell size is bigger than it should be "
2020-06-17,Yelena Bernadskaya,Rho,25062020_image14,yes,49.4,15.4,-,-,yes,28,-,"problem division (not completed, but not seen in segmentation)","one of the TVC didn't divided completely in the trunk (cells not seperated, but not seen in the segmentation, because considered as 2 cells)",good,"Not completed division, but in segmentation considered as 2 cells "
2020-06-17,Yelena Bernadskaya,Rho,25062020_image15,yes,51.5,10.8,-,-,yes,33.5,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image16,yes,32.7,16.3,-,-,yes,7.54,-,problem division and orientation,"one of the ATM divided in the tail; and one of the TVC divided not in the medio-lateral orientation, so cells are aligned",not good,The segmentation of ATM is completely not same as the reality (wrong calculation for the membrane detection)
2020-06-17,Yelena Bernadskaya,Rho,25062020_image17_left,yes,44.7,18.2,-,-,yes,0,groups connected,problem migration and division,"one of the ATM migrated but not completely so attached to the TVCs and also the ATM; this ATM that migrated, divided also; and one of the TVC didn't divide in the trunk",good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image17_right,yes,44.7,18.2,-,-,yes,8.84,-,problem migration and division,one of the ATM migrated with the TVCs in the trunk; and the ATM that is in the tail divided,good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image18,yes,39.8,19.6,-,-,yes,25,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image19_left,yes,30,9.07,-,-,yes,26.2,-,look like WT,all look like WT,correct,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image19_right,yes,30,9.07,-,-,yes,-,no distance - only one group in the trunk,problem migration and division,the 2 ATMs migrated in the trunk with the TVCs; and one of the ATM divided,not good,
2020-06-17,Yelena Bernadskaya,Rho,25062020_image20,yes,26.3,15.3,-,-,yes,27.2,-,problem divison,one of the TVC didn't divide in the trunk,not good,
2020-06-17,Yelena Bernadskaya,Gata,22062020_image1,yes,71.6,52.1,-,-,yes,34.3,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Gata,22062020_image2_left,yes,67.3,46.1,-,-,yes,28.2,-,problem migration and orientation,"one of the TVC didn't migrate, it stayed in the tail and divided; the TVC in the trunk divided but not in the medio-lateral orientation",good,
2020-06-17,Yelena Bernadskaya,Gata,22062020_image2_right,yes,40.8,27.6,-,-,yes,26.1,-,look like WT,all look like WT,correct,
2020-06-17,Yelena Bernadskaya,Gata,22062020_image3,yes,35.9,33.6,-,-,yes,28.9,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered) and ambiguous phenotype because lot of cells around
2020-06-17,Yelena Bernadskaya,Gata,22062020_image4_left,yes,84.5,50.9,-,-,yes,25.6,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Gata,22062020_image4_right,yes,84.5,39.9,-,-,yes,26.2,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Gata,22062020_image5,yes,68.7,30.9,-,-,yes,-,no distance - only one group in the tail,problem migration and orientation,"the 2 TVCs didn't migrate in the trunk, and they divided but not in the medio-lateral orientation, so all cells are aligned",good,
2020-06-17,Yelena Bernadskaya,Gata,23062020_image1,yes,74,15.7,-,-,yes,29,-,problem migration and division,one of the ATM migrated and divided in the trunk with the TVCs,good,
2020-06-17,Yelena Bernadskaya,Gata,23062020_image2,yes,55.2,46.4,-,-,yes,24.5,-,problem migration and division,"one of the TVC didn't migrate and didn't divide, it stayed in the tail with the ATMs",good,
2020-06-17,Yelena Bernadskaya,Gata,23062020_image3,yes,40.7,34.3,-,-,yes,27.5,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Gata,23062020_image4,yes,34.6,44.6,-,-,yes,24.1,-,"problem division (not completed, but not seen in segmentation)","one of the TVC didn't divided completely in the trunk (cells not seperated, but not seen in the segmentation, because considered as 2 cells)",good,"Not completed division, but in segmentation considered as 2 cells "
2020-06-17,Yelena Bernadskaya,Gata,23062020_image5,yes,57,58.7,-,-,yes,16.4,-,problem migration and division,one of the ATM migrated and divided in the trunk with the TVCs,good,
2020-06-17,Yelena Bernadskaya,Gata,23062020_image6_left,yes,44.7,35.2,-,-,yes,44.7,-,look like WT,all look like WT,good,Ambiguous phenotype between left and right
2020-06-17,Yelena Bernadskaya,Gata,23062020_image6_right,yes,44.7,35.2,-,-,yes,6.08,-,problem migration and division,one of the TVC didn't migrate enough in the trunk and it didn't divide (so TVCgroup in 2 parts),good,Ambiguous phenotype between left and right
2020-06-17,Yelena Bernadskaya,Gata,23062020_image7_left,yes,60.7,33,-,-,yes,33.6,-,problem divison,one of the TVC didn't divide in the trunk,good,
2020-06-17,Yelena Bernadskaya,Gata,23062020_image7_right,yes,50.2,14.6,-,-,yes,29.9,-,problem migration,"one of the ATM migrated in the trunk with the TVCs (and it starting to divide, but not seen because nuclei too close to each other so considered as one cell in the segmentation)",correct,
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image2,yes,27,13.5,-,-,yes,35.1,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image3,yes,25,10.1,-,-,yes,34.9,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image4,yes,54.7,16.1,-,-,yes,23,-,problem orientation,"one of the TVC divided but not in the medio-lateral orientation, so cells are aligned",good,
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image5,yes,35,17.4,-,-,yes,31.9,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image6,yes,18,8.48,-,-,yes,35.2,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image7,yes,30.4,30.2,-,-,yes,22.1,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image9,yes,40.6,42.4,-,-,yes,41.7,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image10,yes,35.3,15.8,-,-,yes,34.8,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image11,yes,40.8,30,-,-,yes,22.7,-,problem orientation,"one of the TVC divided but not in the medio-lateral orientation, so cells are aligned",good,Don't see all the ATM cells (image not centered)
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image12,yes,35.2,30.9,-,-,yes,15.3,-,problem division,"one of the ATM divided in the tail; one of the TVC didn't divide completely in the trunk (not seen because segmentation considered as 2 cells) and the other TVC started the second division (but not seen in segmentation because nuclei too close to each other, considered as 1 cell)",good,"Ambiguous phenotype, difficult to identify the cells"
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image13_left,yes,35.3,34.4,-,-,yes,30.1,-,problem division,"the 2 TVCs didn't divide in the trunk (one started the division, but nuclei too close so considered as 1 cell in the segmentation)",good,"Ambiguous phenotype, difficult to identify the cells because lot of cells around"
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image13_right,yes,35.3,40.1,-,-,yes,32.3,-,problem division,one of the ATM divided in the tail; the 2 TVCs didn't divide in the trunk,correct,"Ambiguous phenotype, difficult to identify the cells because lot of cells around"
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image14,yes,50.1,24.6,-,-,yes,-,no distance - only one group in the trunk,problem migration and division,the 2 ATMs migrated in the trunk with the TVCs; and one of the ATM divided,good,
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image15_left,yes,40.8,21.4,-,-,yes,40.7,-,look like WT,all look like WT,correct,
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image15_right,yes,19.9,10.8,-,-,yes,34.3,-,look like WT,all look like WT,correct,
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image17_left,yes,40.8,18,-,-,yes,23.8,-,look like WT,all look like WT,good,Ambiguous because image not centered
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image19_left,yes,50.2,17.4,-,-,yes,21.2,-,look like WT,"look like WT (but presence of a small supplementary nucleus, but not detected with segmentation)",good,
2020-06-17,Yelena Bernadskaya,Foxf,180620_with_lightning_image19_right,yes,40.8,7.93,-,-,yes,43.2,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-06-17,Yelena Bernadskaya,Eph,22062020_image1,yes,100,25.4,-,-,yes,30.6,distance should be longer - detected some background,look like WT,all look like WT,not good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image2,yes,80.6,40.3,-,-,yes,50.9,-,look like WT,all look like WT,correct,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image3,yes,44.8,25.6,-,-,yes,19.4,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-06-17,Yelena Bernadskaya,Eph,22062020_image4,yes,64.6,41.3,-,-,yes,9.36,-,problem migration and orientation,"the ATMs migrated a bit in the trunk, closer to the TVCs group; one of the TVC divided not in the medio-lateral orientation, so cells are aligned",good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image5,yes,32.6,39.1,-,-,yes,33.6,-,problem migration (and division),"one of the ATM migrated in the trunk; and 2 TVCs started a second division (but not seen in the segmentation, because nuclei to close to each other)",not good,"Ambiguous phenotype, difficult to identify the cells"
2020-06-17,Yelena Bernadskaya,Eph,22062020_image6,yes,45.8,36.2,-,-,yes,34.7,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image8,yes,73.2,43.5,-,-,yes,26.5,-,"proble migration, division and orientation","one of the ATM migrated in the trunk and divided with the TVCs; one of the TVC divided but not in the medio-lateral orientation, so cells are aligned",good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image9,yes,55.2,35.5,-,-,yes,12,-,problem migration,"the ATMs migrated a bit in the trunk, closer to the TVCs group",good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image10_left,yes,43.3,25,-,-,yes,-,no distance - only one group in the trunk,problem migration and division,the 2 ATMs migrated in the tail and divided with the TVCs; one of the TVC didn't divide,good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image10_right,yes,35.8,16.8,-,-,yes,42.2,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image11,yes,23.8,32,-,-,yes,25.7,-,problem orientation and division,"one of the TVC divided not in the medio-lateral orientation; and one TVC started the second division, but not seen in the segmentation because nuclei too close",not good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image12_left,yes,40.6,40.7,-,-,yes,40.2,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image12_right,yes,40.6,40.7,-,-,yes,41.8,-,problem division,one of the TVC didn't divide in the trunk,good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image13,yes,25,34.3,-,-,yes,2.87,-,problem migration,one of the ATM migrated in the trunk with the TVCs,good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image14,yes,37.5,44.7,-,-,yes,23.6,-,look like WT,all look like WT,correct,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image15,yes,31.7,43.7,-,-,yes,48.6,-,problem division,one of the TVC didn't divide in the trunk,good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image16_left,yes,45.8,26.2,-,-,yes,36,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image17_left,yes,65.7,11.2,-,-,yes,42.7,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image17_right,yes,65.7,27.9,-,-,yes,46.1,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image18_left,yes,50.2,10.7,-,-,yes,34.6,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image18_right,yes,24.8,7.66,-,-,yes,38.9,-,look like WT,all look like WT,not good,
2020-06-17,Yelena Bernadskaya,Eph,22062020_image20,yes,44.7,29.3,-,-,yes,28,-,look like WT,all look like WT,correct,
2020-06-17,Yelena Bernadskaya,11B - Dync2h,06072020_image1_right,yes,55.1,16.2,-,-,yes,21.8,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,11B - Dync2h,06072020_image2,yes,35.1,16.8,-,-,yes,32.1,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
